user_id,age,gender,city,income_level,device_type,remittance_receiver,preferred_category,signup_date,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,top_category,wishlist_rate,category_diversity,avg_shop_hour,is_festival_shopper,gender_enc,income_enc,device_enc,remittance_enc,festival_enc
26,25,Female,Dharan,Low,Mobile,False,Phone Accessories,2022-09-06,66.0,3,21000.0,5.0,1.0,1.0,7.0,Potential,Phone Accessories,0.1,6,11.75,False,1,0,0,0,0
27,18,Male,Dharan,High,Mobile,False,Fashion,2023-10-19,93.0,2,24393.0,4.0,1.0,1.0,6.0,Potential,Fashion,0.2222222222222222,6,10.944444444444445,False,0,2,0,0,0
28,24,Female,Dharan,High,Desktop,False,Electronics,2023-06-13,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.11627906976744186,6,11.906976744186046,True,1,2,1,0,1
29,25,Male,Kathmandu,Medium,Mobile,False,Electronics,2023-03-08,219.0,2,95999.0,3.0,1.0,1.0,5.0,At Risk,Electronics,0.0967741935483871,6,10.774193548387096,False,0,1,0,0,0
30,21,Female,Kathmandu,Low,Mobile,False,Beauty & Personal Care,2022-08-30,74.0,2,20456.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.0,6,10.634146341463415,True,1,0,0,0,1
31,26,Male,Lalitpur,Low,Mobile,False,Fashion,2022-12-01,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.14285714285714285,6,6.5,True,0,0,0,0,1
32,30,Female,Pokhara,Medium,Mobile,False,Phone Accessories,2023-06-07,27.0,8,69552.0,5.0,2.0,1.0,8.0,Potential,Phone Accessories,0.125,6,9.375,False,1,1,0,0,0
33,26,Male,Kathmandu,Medium,Mobile,False,Sports & Fitness,2022-06-08,147.0,1,3325.0,4.0,1.0,1.0,6.0,Potential,Phone Accessories,0.0,5,10.1,False,0,1,0,0,0
34,20,Female,Lalitpur,Low,Desktop,False,Sports & Fitness,2022-05-25,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.07317073170731707,6,10.707317073170731,True,1,0,1,0,1
35,21,Female,Kathmandu,Low,Mobile,False,Phone Accessories,2023-08-14,143.0,1,10394.0,4.0,1.0,1.0,6.0,Potential,Phone Accessories,0.11764705882352941,5,12.941176470588236,False,1,0,0,0,0
36,18,Female,Kathmandu,Medium,Tablet,True,Phone Accessories,2022-05-31,16.0,11,253560.0,5.0,2.0,3.0,10.0,Loyal,Phone Accessories,0.046511627906976744,6,11.616279069767442,True,1,1,2,1,1
37,25,Female,Biratnagar,Low,Mobile,False,Beauty & Personal Care,2023-07-12,195.0,2,11966.0,3.0,1.0,1.0,5.0,At Risk,Beauty & Personal Care,0.10256410256410256,6,10.615384615384615,True,1,0,0,0,1
38,25,Female,Dharan,Medium,Mobile,False,Beauty & Personal Care,2023-06-19,70.0,3,19798.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.1,6,12.25,True,1,1,0,0,1
39,27,Female,Lalitpur,Low,Mobile,False,Electronics,2023-02-15,142.0,1,64250.0,4.0,1.0,1.0,6.0,Potential,Electronics,0.0784313725490196,6,12.862745098039216,True,1,0,0,0,1
40,26,Male,Bhaktapur,Low,Mobile,True,Electronics,2022-03-09,258.0,1,7807.0,2.0,1.0,1.0,4.0,At Risk,Fashion,0.1111111111111111,6,9.222222222222221,False,0,0,0,1,0
41,22,Male,Bhaktapur,Medium,Mobile,False,Electronics,2023-12-15,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.1,5,13.0,False,0,1,0,0,0
42,27,Male,Bhaktapur,Medium,Mobile,False,Sports & Fitness,2024-04-13,123.0,5,68430.0,4.0,1.0,1.0,6.0,Potential,Sports & Fitness,0.13114754098360656,6,11.62295081967213,True,0,1,0,0,1
43,18,Female,Kathmandu,Medium,Mobile,True,Sports & Fitness,2022-07-13,58.0,3,137864.0,5.0,1.0,2.0,8.0,Potential,Sports & Fitness,0.16216216216216217,6,11.35135135135135,True,1,1,0,1,1
44,24,Female,Biratnagar,Medium,Mobile,True,Fashion,2023-08-12,13.0,4,32291.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.043478260869565216,6,12.333333333333334,True,1,1,0,1,1
45,30,Female,Kathmandu,High,Mobile,False,Beauty & Personal Care,2022-05-03,122.0,4,39042.0,4.0,1.0,1.0,6.0,Potential,Beauty & Personal Care,0.13043478260869565,6,11.0,False,1,2,0,0,0
46,25,Male,Kathmandu,Low,Mobile,True,Electronics,2024-05-07,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.05555555555555555,6,12.944444444444445,True,0,0,0,1,1
47,25,Male,Kathmandu,Medium,Mobile,True,Fashion,2023-04-01,2.0,4,35444.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.06060606060606061,6,11.393939393939394,True,0,1,0,1,1
48,26,Male,Pokhara,Medium,Mobile,False,Phone Accessories,2023-07-16,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.0,6,7.615384615384615,False,0,1,0,0,0
49,28,Female,Kathmandu,Low,Mobile,True,Phone Accessories,2022-10-26,110.0,1,35695.0,4.0,1.0,1.0,6.0,Potential,Electronics,0.0,5,8.736842105263158,True,1,0,0,1,1
50,24,Female,Pokhara,Low,Mobile,False,Phone Accessories,2022-04-19,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.0,6,13.3,True,1,0,0,0,1
51,23,Female,Dharan,Low,Mobile,True,Electronics,2022-03-13,149.0,1,42521.0,3.0,1.0,1.0,5.0,At Risk,Electronics,0.08333333333333333,6,12.708333333333334,True,1,0,0,1,1
52,26,Male,Biratnagar,Low,Mobile,False,Electronics,2022-12-21,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.1,5,11.2,True,0,0,0,0,1
53,21,Male,Biratnagar,Medium,Desktop,False,Beauty & Personal Care,2023-03-26,5.0,6,122978.0,5.0,2.0,2.0,9.0,Loyal,Beauty & Personal Care,0.13380281690140844,6,12.119718309859154,True,0,1,1,0,1
54,26,Male,Kathmandu,Medium,Desktop,False,Fashion,2022-05-04,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.1,4,9.6,False,0,1,1,0,0
55,28,Male,Chitwan,High,Mobile,False,Beauty & Personal Care,2022-12-28,21.0,7,48593.0,5.0,2.0,1.0,8.0,Potential,Beauty & Personal Care,0.0625,6,10.666666666666666,True,0,2,0,0,1
56,21,Male,Dharan,Medium,Desktop,False,Home & Kitchen,2022-06-06,122.0,5,50219.0,4.0,1.0,1.0,6.0,Potential,Home & Kitchen,0.13333333333333333,6,12.1,False,0,1,1,0,0
57,25,Female,Pokhara,Medium,Mobile,False,Fashion,2023-08-14,129.0,1,10871.0,4.0,1.0,1.0,6.0,Potential,Fashion,0.04,4,11.36,False,1,1,0,0,0
58,23,Female,Biratnagar,Medium,Desktop,True,Phone Accessories,2023-03-08,4.0,7,47602.0,5.0,2.0,1.0,8.0,Potential,Phone Accessories,0.10638297872340426,6,11.851063829787234,True,1,1,1,1,1
59,24,Male,Dharan,Low,Mobile,True,Beauty & Personal Care,2023-12-06,363.0,1,4862.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.10869565217391304,6,12.369565217391305,True,0,0,0,1,1
60,21,Female,Kathmandu,Low,Mobile,True,Beauty & Personal Care,2023-07-21,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Beauty & Personal Care,0.13333333333333333,6,13.133333333333333,False,1,0,0,1,0
61,22,Male,Hetauda,Low,Mobile,False,Sports & Fitness,2022-09-10,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.06060606060606061,5,10.0,True,0,0,0,0,1
62,24,Other,Biratnagar,Low,Mobile,False,Phone Accessories,2023-07-30,175.0,1,16436.0,3.0,1.0,1.0,5.0,At Risk,Home & Kitchen,0.0,3,8.833333333333334,False,2,0,0,0,0
63,27,Male,Bhaktapur,Low,Mobile,True,Electronics,2023-07-06,276.0,1,2216.0,2.0,1.0,1.0,4.0,At Risk,Phone Accessories,0.020833333333333332,6,10.916666666666666,True,0,0,0,1,1
64,23,Male,Pokhara,Medium,Mobile,False,Fashion,2022-11-22,20.0,2,12888.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.11538461538461539,6,9.461538461538462,True,0,1,0,0,1
65,26,Male,Chitwan,Low,Tablet,True,Home & Kitchen,2023-02-19,125.0,1,4546.0,4.0,1.0,1.0,6.0,Potential,Phone Accessories,0.04,6,10.8,True,0,0,2,1,1
66,22,Male,Hetauda,Low,Mobile,False,Phone Accessories,2022-04-21,21.0,2,6641.0,5.0,1.0,1.0,7.0,Potential,Phone Accessories,0.05128205128205128,6,11.051282051282051,True,0,0,0,0,1
67,29,Male,Pokhara,Medium,Desktop,True,Fashion,2022-09-23,57.0,8,61685.0,5.0,2.0,1.0,8.0,Potential,Fashion,0.17142857142857143,6,13.128571428571428,True,0,1,1,1,1
68,27,Female,Dharan,Medium,Mobile,True,Fashion,2024-04-09,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Fashion,0.1,4,7.2,True,1,1,0,1,1
69,18,Female,Kathmandu,High,Tablet,False,Phone Accessories,2023-01-16,11.0,12,237948.0,5.0,3.0,3.0,11.0,Loyal,Phone Accessories,0.11538461538461539,6,11.064102564102564,True,1,2,2,0,1
70,22,Male,Butwal,Medium,Mobile,False,Home & Kitchen,2022-09-11,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.125,5,9.375,False,0,1,0,0,0
71,19,Female,Birgunj,Low,Mobile,False,Beauty & Personal Care,2023-12-20,180.0,1,7517.0,3.0,1.0,1.0,5.0,At Risk,Home & Kitchen,0.0,4,14.9,False,1,0,0,0,0
72,30,Other,Kathmandu,Medium,Mobile,False,Home & Kitchen,2023-08-13,75.0,5,34770.0,4.0,1.0,1.0,6.0,Potential,Fashion,0.1016949152542373,6,10.94915254237288,True,2,1,0,0,1
73,23,Male,Kathmandu,Low,Desktop,False,Sports & Fitness,2023-02-24,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.029411764705882353,6,12.441176470588236,True,0,0,1,0,1
74,28,Other,Bhaktapur,Medium,Desktop,False,Electronics,2024-05-15,3.0,12,364386.0,5.0,3.0,4.0,12.0,Champions,Electronics,0.07262569832402235,6,11.508379888268156,True,2,1,1,0,1
75,20,Female,Pokhara,Low,Mobile,False,Fashion,2022-12-08,63.0,1,3321.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.03125,6,11.3125,True,1,0,0,0,1
76,23,Male,Pokhara,Medium,Desktop,False,Home & Kitchen,2023-05-19,123.0,2,8772.0,4.0,1.0,1.0,6.0,Potential,Fashion,0.22916666666666666,6,11.520833333333334,True,0,1,1,0,1
77,30,Female,Lalitpur,Low,Mobile,False,Beauty & Personal Care,2022-03-28,56.0,1,8128.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.1,6,10.625,True,1,0,0,0,1
78,30,Female,Kathmandu,Low,Mobile,False,Phone Accessories,2022-12-22,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.13333333333333333,6,12.4,True,1,0,0,0,1
79,19,Female,Lalitpur,Medium,Desktop,False,Phone Accessories,2022-02-19,53.0,4,38646.0,5.0,1.0,1.0,7.0,Potential,Phone Accessories,0.08433734939759036,6,11.590361445783133,True,1,1,1,0,1
80,18,Female,Chitwan,Low,Desktop,False,Electronics,2023-05-06,329.0,1,8151.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.02702702702702703,6,11.567567567567568,True,1,0,1,0,1
81,25,Male,Kathmandu,Medium,Mobile,True,Electronics,2023-09-16,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.0,6,8.882352941176471,False,0,1,0,1,0
82,23,Male,Kathmandu,Low,Mobile,True,Fashion,2023-02-20,122.0,1,10538.0,4.0,1.0,1.0,6.0,Potential,Sports & Fitness,0.0,3,17.4,False,0,0,0,1,0
83,23,Female,Kathmandu,Low,Mobile,True,Fashion,2022-04-13,357.0,1,2281.0,1.0,1.0,1.0,3.0,At Risk,Fashion,0.0,5,8.583333333333334,True,1,0,0,1,1
84,27,Male,Kathmandu,Low,Mobile,True,Fashion,2022-11-24,10.0,2,16041.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.03225806451612903,6,10.64516129032258,True,0,0,0,1,1
85,30,Male,Butwal,Medium,Mobile,False,Sports & Fitness,2024-05-31,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.125,5,10.5,False,0,1,0,0,0
86,24,Male,Kathmandu,Medium,Mobile,True,Electronics,2023-05-04,301.0,1,68678.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.2608695652173913,6,11.869565217391305,True,0,1,0,1,1
87,23,Female,Lalitpur,Medium,Mobile,True,Fashion,2022-11-27,14.0,2,19516.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.14545454545454545,6,11.218181818181819,True,1,1,0,1,1
88,18,Female,Dharan,Medium,Mobile,True,Fashion,2024-02-15,10.0,5,42733.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.125,6,11.625,True,1,1,0,1,1
89,18,Male,Lalitpur,Low,Mobile,True,Fashion,2023-09-07,21.0,1,4886.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.030303030303030304,6,9.878787878787879,True,0,0,0,1,1
90,24,Male,Dharan,Medium,Mobile,False,Phone Accessories,2023-12-14,112.0,7,43170.0,4.0,2.0,1.0,7.0,Potential,Phone Accessories,0.06896551724137931,6,11.637931034482758,True,0,1,0,0,1
91,24,Female,Biratnagar,Medium,Mobile,False,Fashion,2022-08-10,53.0,13,106836.0,5.0,3.0,1.0,9.0,Loyal,Fashion,0.109375,6,11.354166666666666,True,1,1,0,0,1
92,20,Female,Pokhara,Low,Tablet,False,Electronics,2023-02-16,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Fashion,0.038461538461538464,6,12.846153846153847,False,1,0,2,0,0
93,21,Male,Kathmandu,Low,Desktop,True,Phone Accessories,2022-08-05,107.0,3,23458.0,4.0,1.0,1.0,6.0,Potential,Phone Accessories,0.05128205128205128,6,12.461538461538462,True,0,0,1,1,1
94,22,Male,Hetauda,Low,Mobile,False,Home & Kitchen,2023-01-19,1.0,4,27619.0,5.0,1.0,1.0,7.0,Potential,Home & Kitchen,0.019230769230769232,6,11.846153846153847,True,0,0,0,0,1
95,21,Male,Pokhara,High,Mobile,False,Electronics,2024-05-22,231.0,1,30000.0,2.0,1.0,1.0,4.0,At Risk,Sports & Fitness,0.10256410256410256,6,10.692307692307692,True,0,2,0,0,1
96,26,Female,Kathmandu,Low,Mobile,False,Fashion,2024-04-17,22.0,2,11450.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.0,6,10.545454545454545,False,1,0,0,0,0
97,24,Male,Pokhara,Low,Mobile,False,Electronics,2023-02-13,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.0,4,9.0,True,0,0,0,0,1
98,20,Male,Kathmandu,Low,Tablet,False,Beauty & Personal Care,2023-10-28,50.0,4,50730.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.0,6,11.244897959183673,True,0,0,2,0,1
99,26,Female,Pokhara,Medium,Mobile,False,Home & Kitchen,2023-09-13,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.1935483870967742,6,11.193548387096774,False,1,1,0,0,0
100,20,Female,Chitwan,Low,Mobile,False,Electronics,2023-07-17,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.0,6,12.210526315789474,True,1,0,0,0,1
101,24,Female,Birgunj,Low,Desktop,True,Fashion,2022-12-07,1.0,3,14673.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.11627906976744186,6,11.255813953488373,True,1,0,1,1,1
102,23,Male,Butwal,Medium,Mobile,False,Home & Kitchen,2022-08-03,83.0,4,46431.0,4.0,1.0,1.0,6.0,Potential,Home & Kitchen,0.10416666666666667,6,10.75,True,0,1,0,0,1
103,28,Male,Lalitpur,Medium,Mobile,False,Phone Accessories,2024-03-02,38.0,1,18470.0,5.0,1.0,1.0,7.0,Potential,Sports & Fitness,0.3,5,13.7,False,0,1,0,0,0
104,22,Male,Dharan,Low,Mobile,False,Phone Accessories,2024-02-06,73.0,1,6000.0,5.0,1.0,1.0,7.0,Potential,Phone Accessories,0.0,6,10.9,True,0,0,0,0,1
105,18,Male,Butwal,Medium,Mobile,False,Beauty & Personal Care,2022-05-22,168.0,2,9073.0,3.0,1.0,1.0,5.0,At Risk,Beauty & Personal Care,0.07407407407407407,6,12.592592592592593,False,0,1,0,0,0
106,28,Male,Kathmandu,Low,Mobile,True,Phone Accessories,2022-03-15,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.09302325581395349,6,10.930232558139535,False,0,0,0,1,0
107,25,Male,Birgunj,Low,Desktop,True,Fashion,2022-06-20,203.0,1,2040.0,3.0,1.0,1.0,5.0,At Risk,Fashion,0.08139534883720931,6,11.244186046511627,True,0,0,1,1,1
108,25,Female,Kathmandu,Low,Mobile,False,Beauty & Personal Care,2022-08-26,174.0,2,53440.0,3.0,1.0,1.0,5.0,At Risk,Electronics,0.06896551724137931,6,12.327586206896552,True,1,0,0,0,1
109,25,Male,Lalitpur,Low,Desktop,False,Fashion,2022-09-06,7.0,8,129281.0,5.0,2.0,2.0,9.0,Loyal,Fashion,0.0641025641025641,6,11.679487179487179,True,0,0,1,0,1
110,30,Male,Chitwan,Low,Mobile,False,Phone Accessories,2023-10-18,288.0,2,3126.0,2.0,1.0,1.0,4.0,At Risk,Phone Accessories,0.1044776119402985,6,9.238805970149254,True,0,0,0,0,1
111,24,Female,Chitwan,Medium,Mobile,False,Beauty & Personal Care,2022-04-09,17.0,7,118679.0,5.0,2.0,2.0,9.0,Loyal,Beauty & Personal Care,0.056179775280898875,6,13.101123595505618,True,1,1,0,0,1
112,26,Male,Biratnagar,High,Desktop,False,Electronics,2023-08-21,210.0,2,162674.0,3.0,1.0,2.0,6.0,Potential,Electronics,0.06896551724137931,6,12.724137931034482,True,0,2,1,0,1
113,24,Female,Lalitpur,Low,Mobile,False,Electronics,2023-08-16,170.0,2,11014.0,3.0,1.0,1.0,5.0,At Risk,Electronics,0.05426356589147287,6,12.565891472868216,True,1,0,0,0,1
114,27,Male,Lalitpur,Medium,Desktop,False,Fashion,2023-12-29,336.0,1,17805.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.18181818181818182,4,10.090909090909092,True,0,1,1,0,1
115,22,Male,Lalitpur,Low,Mobile,False,Fashion,2024-04-01,3.0,3,41724.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.0898876404494382,6,12.134831460674157,True,0,0,0,0,1
116,29,Female,Lalitpur,Medium,Mobile,True,Beauty & Personal Care,2023-01-26,26.0,3,8617.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.09090909090909091,6,10.977272727272727,True,1,1,0,1,1
117,23,Male,Hetauda,Medium,Mobile,True,Beauty & Personal Care,2024-05-09,59.0,2,9798.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.2222222222222222,4,10.444444444444445,True,0,1,0,1,1
118,20,Male,Dharan,Low,Mobile,True,Fashion,2022-01-18,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.06060606060606061,6,9.666666666666666,True,0,0,0,1,1
119,21,Female,Lalitpur,Medium,Mobile,False,Phone Accessories,2022-06-27,117.0,1,3510.0,4.0,1.0,1.0,6.0,Potential,Phone Accessories,0.12121212121212122,6,13.909090909090908,False,1,1,0,0,0
120,24,Male,Kathmandu,High,Desktop,False,Fashion,2024-04-14,336.0,1,11835.0,1.0,1.0,1.0,3.0,At Risk,Fashion,0.2222222222222222,5,11.88888888888889,False,0,2,1,0,0
121,20,Male,Kathmandu,Medium,Mobile,True,Electronics,2023-02-19,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.14285714285714285,5,13.071428571428571,False,0,1,0,1,0
122,30,Male,Pokhara,Low,Mobile,False,Electronics,2023-06-13,75.0,1,76536.0,4.0,1.0,1.0,6.0,Potential,Electronics,0.11764705882352941,6,13.529411764705882,True,0,0,0,0,1
123,19,Male,Kathmandu,Medium,Desktop,False,Fashion,2022-06-23,66.0,3,30496.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.22448979591836735,6,11.857142857142858,True,0,1,1,0,1
124,26,Female,Kathmandu,Low,Desktop,True,Electronics,2023-04-01,250.0,1,14179.0,2.0,1.0,1.0,4.0,At Risk,Electronics,0.09523809523809523,6,11.69047619047619,True,1,0,1,1,1
125,25,Male,Dharan,Medium,Mobile,True,Fashion,2023-11-07,155.0,3,20441.0,3.0,1.0,1.0,5.0,At Risk,Fashion,0.1111111111111111,5,13.5,False,0,1,0,1,0
126,19,Female,Kathmandu,Medium,Mobile,False,Fashion,2022-09-03,248.0,2,22466.0,2.0,1.0,1.0,4.0,At Risk,Fashion,0.17857142857142858,6,9.142857142857142,True,1,1,0,0,1
127,24,Female,Kathmandu,High,Mobile,False,Beauty & Personal Care,2023-12-06,47.0,4,141415.0,5.0,1.0,2.0,8.0,Potential,Beauty & Personal Care,0.14814814814814814,6,12.925925925925926,True,1,2,0,0,1
128,23,Male,Kathmandu,Low,Mobile,False,Fashion,2022-01-06,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Fashion,0.125,4,12.125,True,0,0,0,0,1
129,24,Other,Bhaktapur,Low,Mobile,True,Sports & Fitness,2023-02-14,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.06666666666666667,5,8.266666666666667,False,2,0,0,1,0
130,23,Male,Pokhara,Low,Mobile,False,Home & Kitchen,2024-02-17,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.1111111111111111,4,11.0,False,0,0,0,0,0
