user_id,age,gender,city,income_level,device_type,remittance_receiver,preferred_category,signup_date
51,23,Female,Dharan,Low,Mobile,True,Electronics,2022-03-13
52,26,Male,Biratnagar,Low,Mobile,False,Electronics,2022-12-21
53,21,Male,Biratnagar,Medium,Desktop,False,Beauty & Personal Care,2023-03-26
54,26,Male,Kathmandu,Medium,Desktop,False,Fashion,2022-05-04
55,28,Male,Chitwan,High,Mobile,False,Beauty & Personal Care,2022-12-28
56,21,Male,Dharan,Medium,Desktop,False,Home & Kitchen,2022-06-06
57,25,Female,Pokhara,Medium,Mobile,False,Fashion,2023-08-14
58,23,Female,Biratnagar,Medium,Desktop,True,Phone Accessories,2023-03-08
59,24,Male,Dharan,Low,Mobile,True,Beauty & Personal Care,2023-12-06
60,21,Female,Kathmandu,Low,Mobile,True,Beauty & Personal Care,2023-07-21
61,22,Male,Hetauda,Low,Mobile,False,Sports & Fitness,2022-09-10
62,24,Other,Biratnagar,Low,Mobile,False,Phone Accessories,2023-07-30
63,27,Male,Bhaktapur,Low,Mobile,True,Electronics,2023-07-06
64,23,Male,Pokhara,Medium,Mobile,False,Fashion,2022-11-22
65,26,Male,Chitwan,Low,Tablet,True,Home & Kitchen,2023-02-19
66,22,Male,Hetauda,Low,Mobile,False,Phone Accessories,2022-04-21
67,29,Male,Pokhara,Medium,Desktop,True,Fashion,2022-09-23
68,27,Female,Dharan,Medium,Mobile,True,Fashion,2024-04-09
69,18,Female,Kathmandu,High,Tablet,False,Phone Accessories,2023-01-16
70,22,Male,Butwal,Medium,Mobile,False,Home & Kitchen,2022-09-11
71,19,Female,Birgunj,Low,Mobile,False,Beauty & Personal Care,2023-12-20
72,30,Other,Kathmandu,Medium,Mobile,False,Home & Kitchen,2023-08-13
73,23,Male,Kathmandu,Low,Desktop,False,Sports & Fitness,2023-02-24
74,28,Other,Bhaktapur,Medium,Desktop,False,Electronics,2024-05-15
75,20,Female,Pokhara,Low,Mobile,False,Fashion,2022-12-08
76,23,Male,Pokhara,Medium,Desktop,False,Home & Kitchen,2023-05-19
77,30,Female,Lalitpur,Low,Mobile,False,Beauty & Personal Care,2022-03-28
78,30,Female,Kathmandu,Low,Mobile,False,Phone Accessories,2022-12-22
79,19,Female,Lalitpur,Medium,Desktop,False,Phone Accessories,2022-02-19
80,18,Female,Chitwan,Low,Desktop,False,Electronics,2023-05-06
81,25,Male,Kathmandu,Medium,Mobile,True,Electronics,2023-09-16
82,23,Male,Kathmandu,Low,Mobile,True,Fashion,2023-02-20
83,23,Female,Kathmandu,Low,Mobile,True,Fashion,2022-04-13
84,27,Male,Kathmandu,Low,Mobile,True,Fashion,2022-11-24
85,30,Male,Butwal,Medium,Mobile,False,Sports & Fitness,2024-05-31
86,24,Male,Kathmandu,Medium,Mobile,True,Electronics,2023-05-04
87,23,Female,Lalitpur,Medium,Mobile,True,Fashion,2022-11-27
88,18,Female,Dharan,Medium,Mobile,True,Fashion,2024-02-15
89,18,Male,Lalitpur,Low,Mobile,True,Fashion,2023-09-07
90,24,Male,Dharan,Medium,Mobile,False,Phone Accessories,2023-12-14
91,24,Female,Biratnagar,Medium,Mobile,False,Fashion,2022-08-10
92,20,Female,Pokhara,Low,Tablet,False,Electronics,2023-02-16
93,21,Male,Kathmandu,Low,Desktop,True,Phone Accessories,2022-08-05
94,22,Male,Hetauda,Low,Mobile,False,Home & Kitchen,2023-01-19
95,21,Male,Pokhara,High,Mobile,False,Electronics,2024-05-22
96,26,Female,Kathmandu,Low,Mobile,False,Fashion,2024-04-17
97,24,Male,Pokhara,Low,Mobile,False,Electronics,2023-02-13
98,20,Male,Kathmandu,Low,Tablet,False,Beauty & Personal Care,2023-10-28
99,26,Female,Pokhara,Medium,Mobile,False,Home & Kitchen,2023-09-13
100,20,Female,Chitwan,Low,Mobile,False,Electronics,2023-07-17
101,24,Female,Birgunj,Low,Desktop,True,Fashion,2022-12-07
102,23,Male,Butwal,Medium,Mobile,False,Home & Kitchen,2022-08-03
103,28,Male,Lalitpur,Medium,Mobile,False,Phone Accessories,2024-03-02
104,22,Male,Dharan,Low,Mobile,False,Phone Accessories,2024-02-06
105,18,Male,Butwal,Medium,Mobile,False,Beauty & Personal Care,2022-05-22
106,28,Male,Kathmandu,Low,Mobile,True,Phone Accessories,2022-03-15
107,25,Male,Birgunj,Low,Desktop,True,Fashion,2022-06-20
108,25,Female,Kathmandu,Low,Mobile,False,Beauty & Personal Care,2022-08-26
109,25,Male,Lalitpur,Low,Desktop,False,Fashion,2022-09-06
110,30,Male,Chitwan,Low,Mobile,False,Phone Accessories,2023-10-18
111,24,Female,Chitwan,Medium,Mobile,False,Beauty & Personal Care,2022-04-09
112,26,Male,Biratnagar,High,Desktop,False,Electronics,2023-08-21
113,24,Female,Lalitpur,Low,Mobile,False,Electronics,2023-08-16
114,27,Male,Lalitpur,Medium,Desktop,False,Fashion,2023-12-29
115,22,Male,Lalitpur,Low,Mobile,False,Fashion,2024-04-01
116,29,Female,Lalitpur,Medium,Mobile,True,Beauty & Personal Care,2023-01-26
117,23,Male,Hetauda,Medium,Mobile,True,Beauty & Personal Care,2024-05-09
118,20,Male,Dharan,Low,Mobile,True,Fashion,2022-01-18
119,21,Female,Lalitpur,Medium,Mobile,False,Phone Accessories,2022-06-27
120,24,Male,Kathmandu,High,Desktop,False,Fashion,2024-04-14
121,20,Male,Kathmandu,Medium,Mobile,True,Electronics,2023-02-19
122,30,Male,Pokhara,Low,Mobile,False,Electronics,2023-06-13
123,19,Male,Kathmandu,Medium,Desktop,False,Fashion,2022-06-23
124,26,Female,Kathmandu,Low,Desktop,True,Electronics,2023-04-01
125,25,Male,Dharan,Medium,Mobile,True,Fashion,2023-11-07
126,19,Female,Kathmandu,Medium,Mobile,False,Fashion,2022-09-03
127,24,Female,Kathmandu,High,Mobile,False,Beauty & Personal Care,2023-12-06
128,23,Male,Kathmandu,Low,Mobile,False,Fashion,2022-01-06
129,24,Other,Bhaktapur,Low,Mobile,True,Sports & Fitness,2023-02-14
130,23,Male,Pokhara,Low,Mobile,False,Home & Kitchen,2024-02-17
131,24,Female,Pokhara,Low,Desktop,False,Fashion,2022-10-05
132,27,Male,Kathmandu,Low,Mobile,True,Phone Accessories,2024-02-28
133,21,Male,Lalitpur,Medium,Mobile,False,Fashion,2022-06-15
134,19,Female,Chitwan,Medium,Mobile,True,Electronics,2023-04-09
135,21,Male,Pokhara,Low,Desktop,True,Electronics,2024-02-28
136,24,Female,Bhaktapur,Medium,Mobile,True,Beauty & Personal Care,2022-11-05
137,26,Male,Pokhara,Low,Mobile,False,Electronics,2022-08-26
138,27,Female,Lalitpur,Low,Mobile,False,Beauty & Personal Care,2023-08-04
139,25,Female,Birgunj,Low,Mobile,True,Sports & Fitness,2022-09-08
140,27,Female,Kathmandu,Medium,Desktop,True,Phone Accessories,2024-04-17
141,20,Female,Hetauda,High,Mobile,False,Beauty & Personal Care,2024-04-03
142,27,Male,Birgunj,Low,Mobile,True,Electronics,2022-01-01
143,24,Male,Biratnagar,Low,Mobile,False,Beauty & Personal Care,2023-05-19
144,22,Male,Pokhara,High,Mobile,True,Electronics,2024-01-30
145,24,Female,Butwal,High,Mobile,False,Fashion,2022-01-31
146,27,Male,Pokhara,High,Tablet,False,Fashion,2022-06-23
147,29,Male,Kathmandu,Low,Mobile,False,Electronics,2023-07-18
148,22,Male,Kathmandu,High,Mobile,False,Beauty & Personal Care,2023-04-23
149,27,Female,Lalitpur,Medium,Mobile,False,Fashion,2023-01-07
150,23,Female,Pokhara,Medium,Mobile,True,Fashion,2022-03-31
151,21,Female,Lalitpur,Low,Tablet,False,Sports & Fitness,2023-01-10
152,22,Other,Kathmandu,Low,Mobile,False,Electronics,2024-05-31
153,22,Male,Bhaktapur,Medium,Mobile,True,Home & Kitchen,2022-05-03
154,26,Male,Kathmandu,High,Tablet,False,Home & Kitchen,2022-05-14
155,26,Male,Lalitpur,Low,Mobile,False,Phone Accessories,2024-01-25
156,30,Male,Kathmandu,Medium,Mobile,False,Phone Accessories,2022-04-18
157,30,Female,Lalitpur,Medium,Mobile,True,Home & Kitchen,2024-04-07
158,22,Female,Pokhara,High,Desktop,False,Beauty & Personal Care,2022-07-15
159,27,Female,Biratnagar,Low,Desktop,False,Electronics,2022-07-19
160,28,Female,Kathmandu,Low,Mobile,True,Beauty & Personal Care,2024-01-09
161,24,Male,Kathmandu,Medium,Tablet,False,Fashion,2024-05-04
162,28,Female,Bhaktapur,Medium,Mobile,False,Phone Accessories,2022-09-14
163,23,Female,Chitwan,Low,Desktop,False,Electronics,2023-02-16
164,24,Male,Biratnagar,Low,Mobile,False,Phone Accessories,2024-03-30
165,22,Female,Kathmandu,Low,Mobile,False,Beauty & Personal Care,2023-10-20
166,25,Female,Lalitpur,Low,Tablet,False,Phone Accessories,2022-11-26
167,25,Female,Kathmandu,Low,Mobile,False,Fashion,2024-04-17
168,22,Female,Kathmandu,Medium,Desktop,False,Beauty & Personal Care,2022-11-09
169,18,Other,Lalitpur,High,Mobile,True,Electronics,2023-04-30
170,21,Female,Lalitpur,High,Mobile,False,Electronics,2023-09-12
171,25,Female,Birgunj,Medium,Mobile,True,Electronics,2023-08-04
172,25,Female,Pokhara,Medium,Mobile,True,Electronics,2023-11-12
173,21,Male,Bhaktapur,Low,Mobile,True,Beauty & Personal Care,2024-03-15
174,30,Male,Lalitpur,Low,Mobile,False,Phone Accessories,2023-12-03
175,18,Female,Birgunj,Medium,Mobile,False,Electronics,2022-07-07
176,26,Male,Hetauda,Low,Mobile,False,Beauty & Personal Care,2023-01-21
177,23,Male,Bhaktapur,Low,Mobile,True,Electronics,2022-12-16
178,24,Male,Kathmandu,Medium,Mobile,False,Electronics,2022-04-10
179,28,Male,Chitwan,Low,Mobile,False,Home & Kitchen,2023-06-10
180,27,Female,Butwal,Low,Desktop,True,Home & Kitchen,2022-02-02
181,28,Male,Pokhara,Medium,Mobile,True,Electronics,2024-05-10
182,24,Male,Kathmandu,High,Mobile,False,Fashion,2022-12-24
183,25,Female,Bhaktapur,Medium,Mobile,True,Sports & Fitness,2022-12-09
184,21,Female,Pokhara,Low,Mobile,True,Electronics,2022-01-12
185,23,Female,Biratnagar,Medium,Mobile,False,Fashion,2022-04-21
186,18,Other,Kathmandu,High,Mobile,False,Phone Accessories,2022-04-02
187,27,Female,Lalitpur,Low,Mobile,False,Fashion,2022-12-22
188,23,Female,Pokhara,Medium,Mobile,False,Home & Kitchen,2022-04-15
189,22,Female,Kathmandu,High,Mobile,True,Home & Kitchen,2022-02-18
190,21,Male,Bhaktapur,Low,Mobile,True,Fashion,2023-05-29
191,19,Female,Kathmandu,High,Mobile,True,Electronics,2022-04-21
192,28,Male,Bhaktapur,Low,Desktop,False,Electronics,2024-03-09
193,29,Male,Kathmandu,Low,Mobile,False,Phone Accessories,2023-01-05
194,26,Female,Butwal,Medium,Desktop,True,Electronics,2023-03-09
195,23,Male,Chitwan,Low,Mobile,False,Sports & Fitness,2024-01-25
196,23,Male,Bhaktapur,Low,Mobile,False,Sports & Fitness,2022-11-29
197,27,Male,Bhaktapur,Medium,Mobile,True,Electronics,2024-04-17
198,25,Male,Biratnagar,Low,Mobile,False,Electronics,2022-07-25
199,21,Female,Kathmandu,Medium,Desktop,False,Phone Accessories,2024-01-05
200,30,Male,Pokhara,High,Mobile,True,Sports & Fitness,2023-01-13
201,27,Male,Pokhara,Low,Mobile,True,Beauty & Personal Care,2024-01-05
202,28,Other,Kathmandu,High,Mobile,False,Beauty & Personal Care,2023-09-25
203,29,Female,Lalitpur,Low,Mobile,False,Beauty & Personal Care,2022-10-23
204,25,Female,Lalitpur,Medium,Mobile,False,Electronics,2022-05-27
205,20,Male,Biratnagar,Low,Mobile,True,Fashion,2022-05-31
206,18,Male,Kathmandu,Medium,Mobile,False,Fashion,2023-11-01
207,27,Male,Bhaktapur,Low,Mobile,False,Fashion,2023-07-05
208,22,Female,Bhaktapur,Medium,Desktop,False,Beauty & Personal Care,2023-10-21
209,26,Male,Chitwan,Low,Desktop,False,Electronics,2023-10-01
210,24,Male,Kathmandu,Low,Mobile,False,Phone Accessories,2023-12-27
211,27,Female,Kathmandu,Medium,Mobile,True,Beauty & Personal Care,2022-03-26
212,18,Male,Bhaktapur,Medium,Mobile,False,Electronics,2022-06-02
213,23,Female,Bhaktapur,Low,Mobile,False,Beauty & Personal Care,2022-04-05
214,25,Female,Dharan,Low,Mobile,False,Fashion,2023-09-18
215,19,Female,Kathmandu,Medium,Mobile,False,Electronics,2023-06-12
216,21,Female,Lalitpur,Medium,Mobile,False,Home & Kitchen,2022-06-19
217,23,Male,Pokhara,Medium,Mobile,True,Fashion,2023-01-22
218,23,Female,Bhaktapur,High,Mobile,False,Fashion,2022-10-25
219,29,Female,Hetauda,Low,Mobile,False,Phone Accessories,2022-10-23
220,22,Male,Kathmandu,Low,Desktop,True,Fashion,2024-04-13
221,21,Male,Bhaktapur,Low,Desktop,True,Phone Accessories,2023-11-28
222,19,Female,Pokhara,Medium,Mobile,False,Phone Accessories,2022-08-06
223,29,Male,Kathmandu,Medium,Tablet,True,Beauty & Personal Care,2023-10-18
224,25,Male,Bhaktapur,Low,Mobile,False,Fashion,2022-10-13
225,27,Female,Kathmandu,Low,Mobile,False,Home & Kitchen,2023-03-09
226,26,Male,Birgunj,Medium,Mobile,True,Beauty & Personal Care,2023-12-20
227,24,Female,Biratnagar,Low,Mobile,True,Fashion,2023-01-24
228,23,Male,Chitwan,Medium,Mobile,False,Fashion,2022-04-28
229,25,Female,Bhaktapur,High,Desktop,True,Home & Kitchen,2023-11-20
230,30,Male,Butwal,Low,Desktop,False,Home & Kitchen,2024-05-04
231,21,Male,Lalitpur,Low,Mobile,False,Sports & Fitness,2022-06-02
232,27,Female,Birgunj,Low,Desktop,False,Phone Accessories,2022-03-20
233,28,Male,Bhaktapur,Low,Mobile,False,Electronics,2024-04-19
234,25,Male,Kathmandu,High,Mobile,False,Fashion,2022-01-23
235,24,Male,Kathmandu,Medium,Mobile,False,Beauty & Personal Care,2022-05-25
236,18,Male,Kathmandu,Medium,Mobile,True,Sports & Fitness,2023-01-03
237,24,Other,Kathmandu,Low,Mobile,False,Electronics,2022-09-16
238,22,Female,Kathmandu,Medium,Tablet,False,Beauty & Personal Care,2023-09-24
239,27,Male,Lalitpur,Low,Desktop,False,Electronics,2024-01-25
240,18,Male,Lalitpur,Medium,Mobile,False,Electronics,2024-01-18
241,21,Male,Kathmandu,Medium,Mobile,False,Electronics,2022-11-29
242,18,Male,Kathmandu,High,Desktop,False,Fashion,2023-09-15
243,24,Male,Birgunj,Low,Mobile,True,Fashion,2022-04-02
244,20,Female,Bhaktapur,Low,Mobile,False,Beauty & Personal Care,2022-09-13
245,21,Female,Lalitpur,Low,Desktop,True,Sports & Fitness,2023-08-12
246,27,Male,Pokhara,Medium,Desktop,False,Phone Accessories,2022-01-04
247,24,Male,Biratnagar,Medium,Mobile,True,Electronics,2023-08-30
248,21,Female,Kathmandu,Low,Mobile,False,Phone Accessories,2023-02-16
249,19,Male,Butwal,Medium,Mobile,True,Electronics,2023-12-08
250,20,Female,Butwal,Low,Mobile,True,Sports & Fitness,2023-03-20
251,27,Female,Lalitpur,Low,Mobile,False,Beauty & Personal Care,2023-10-20
252,21,Female,Bhaktapur,Low,Tablet,False,Electronics,2024-05-13
253,24,Female,Biratnagar,Medium,Mobile,True,Fashion,2024-01-27
254,24,Female,Kathmandu,Low,Mobile,False,Beauty & Personal Care,2022-08-29
255,23,Female,Pokhara,Low,Desktop,False,Beauty & Personal Care,2022-10-22
256,23,Female,Kathmandu,Medium,Mobile,False,Beauty & Personal Care,2023-04-06
257,26,Male,Bhaktapur,High,Desktop,True,Electronics,2022-12-05
258,28,Male,Biratnagar,Medium,Mobile,False,Home & Kitchen,2022-04-01
259,25,Female,Bhaktapur,Low,Mobile,False,Home & Kitchen,2024-04-22
260,29,Female,Butwal,Low,Mobile,True,Fashion,2022-04-05
261,23,Female,Kathmandu,Medium,Mobile,False,Fashion,2023-05-03
262,21,Male,Butwal,Medium,Mobile,False,Electronics,2022-03-30
263,21,Female,Lalitpur,Low,Mobile,False,Home & Kitchen,2022-03-19
264,26,Other,Lalitpur,Medium,Mobile,False,Phone Accessories,2024-01-11
265,19,Female,Kathmandu,Medium,Mobile,False,Electronics,2024-02-21
266,18,Female,Bhaktapur,Medium,Mobile,False,Phone Accessories,2024-04-05
267,30,Female,Butwal,Low,Desktop,False,Electronics,2022-09-02
268,28,Male,Lalitpur,Medium,Mobile,False,Phone Accessories,2022-03-30
269,20,Male,Lalitpur,Low,Mobile,False,Phone Accessories,2024-02-28
270,23,Other,Chitwan,Medium,Mobile,False,Beauty & Personal Care,2022-05-05
271,23,Female,Lalitpur,Medium,Mobile,True,Fashion,2022-10-16
272,20,Male,Kathmandu,Low,Desktop,True,Phone Accessories,2022-04-17
273,25,Male,Lalitpur,High,Desktop,True,Home & Kitchen,2022-04-16
274,23,Male,Bhaktapur,Low,Mobile,False,Phone Accessories,2023-01-01
275,29,Female,Kathmandu,Medium,Mobile,False,Beauty & Personal Care,2023-09-20
276,22,Female,Kathmandu,Low,Mobile,True,Fashion,2022-07-06
277,23,Male,Biratnagar,Medium,Desktop,True,Phone Accessories,2023-01-18
278,25,Male,Kathmandu,High,Mobile,False,Fashion,2022-03-03
279,26,Male,Pokhara,High,Mobile,False,Electronics,2022-05-08
280,23,Male,Kathmandu,Medium,Tablet,True,Beauty & Personal Care,2023-10-14
281,25,Male,Hetauda,Medium,Mobile,True,Electronics,2024-05-28
282,19,Male,Kathmandu,High,Mobile,False,Electronics,2024-03-23
283,25,Male,Biratnagar,Medium,Mobile,False,Phone Accessories,2023-05-07
284,26,Male,Chitwan,Medium,Mobile,False,Fashion,2023-02-10
285,26,Male,Bhaktapur,Medium,Mobile,True,Beauty & Personal Care,2022-11-14
286,30,Male,Kathmandu,Low,Mobile,False,Phone Accessories,2023-05-04
287,25,Female,Dharan,Low,Mobile,False,Beauty & Personal Care,2023-01-06
288,23,Male,Kathmandu,Medium,Desktop,False,Phone Accessories,2023-02-17
289,25,Female,Lalitpur,Medium,Tablet,True,Phone Accessories,2023-09-07
290,21,Male,Butwal,Medium,Mobile,False,Fashion,2022-07-23
291,24,Male,Biratnagar,Medium,Mobile,False,Sports & Fitness,2023-04-12
292,26,Male,Hetauda,Low,Mobile,True,Home & Kitchen,2023-12-12
293,20,Male,Pokhara,Low,Desktop,False,Phone Accessories,2023-05-07
294,25,Female,Lalitpur,High,Mobile,False,Fashion,2022-04-23
295,23,Male,Kathmandu,Medium,Mobile,False,Home & Kitchen,2022-01-15
296,27,Male,Biratnagar,Low,Desktop,False,Phone Accessories,2023-12-13
297,20,Male,Birgunj,Medium,Mobile,False,Beauty & Personal Care,2024-05-24
298,27,Male,Kathmandu,Medium,Desktop,True,Electronics,2022-06-05
299,22,Male,Biratnagar,Medium,Mobile,False,Home & Kitchen,2022-04-24
300,20,Male,Hetauda,Medium,Mobile,False,Fashion,2024-04-15
301,22,Male,Birgunj,Low,Desktop,True,Phone Accessories,2022-11-28
302,24,Female,Bhaktapur,Low,Mobile,True,Fashion,2024-02-25
303,25,Female,Butwal,Medium,Mobile,True,Home & Kitchen,2023-02-16
304,24,Female,Pokhara,Low,Mobile,False,Home & Kitchen,2022-07-25
305,18,Female,Kathmandu,Medium,Mobile,False,Sports & Fitness,2023-06-27
306,26,Male,Birgunj,Low,Desktop,False,Home & Kitchen,2022-04-17
307,20,Female,Kathmandu,High,Mobile,False,Phone Accessories,2023-01-15
308,27,Male,Kathmandu,Low,Mobile,False,Phone Accessories,2023-07-29
309,20,Female,Kathmandu,High,Desktop,False,Phone Accessories,2023-03-19
310,20,Female,Kathmandu,Low,Mobile,False,Electronics,2022-09-03
311,24,Male,Birgunj,Medium,Mobile,True,Sports & Fitness,2023-11-12
312,28,Female,Birgunj,High,Mobile,False,Fashion,2024-04-23
313,21,Female,Pokhara,High,Mobile,False,Phone Accessories,2023-04-15
314,18,Female,Biratnagar,Low,Mobile,True,Fashion,2024-04-01
315,30,Female,Pokhara,Medium,Mobile,False,Electronics,2022-01-13
316,23,Male,Lalitpur,Medium,Mobile,True,Fashion,2024-05-11
317,19,Female,Kathmandu,Low,Mobile,True,Electronics,2023-04-11
318,23,Male,Kathmandu,Low,Mobile,False,Phone Accessories,2022-06-10
319,18,Female,Lalitpur,Low,Mobile,True,Fashion,2022-07-28
320,24,Male,Dharan,Medium,Mobile,False,Electronics,2023-02-15
321,21,Male,Lalitpur,High,Mobile,False,Fashion,2022-06-29
322,18,Female,Chitwan,Medium,Mobile,False,Electronics,2022-06-16
323,29,Male,Lalitpur,Medium,Mobile,True,Fashion,2024-05-09
324,27,Female,Kathmandu,Low,Mobile,False,Beauty & Personal Care,2022-08-30
325,20,Female,Kathmandu,Medium,Desktop,False,Home & Kitchen,2023-02-28
326,28,Female,Kathmandu,High,Mobile,False,Electronics,2023-03-14
327,23,Male,Bhaktapur,Medium,Mobile,True,Phone Accessories,2022-11-24
328,23,Male,Biratnagar,Medium,Desktop,False,Fashion,2023-06-17
329,19,Male,Butwal,Medium,Desktop,False,Home & Kitchen,2022-11-13
330,27,Female,Lalitpur,Low,Mobile,False,Beauty & Personal Care,2023-02-15
331,27,Male,Kathmandu,Medium,Mobile,False,Fashion,2024-02-25
332,27,Male,Kathmandu,Medium,Mobile,False,Electronics,2024-01-29
333,18,Female,Pokhara,Low,Mobile,False,Fashion,2023-01-26
334,21,Female,Kathmandu,Medium,Mobile,False,Sports & Fitness,2022-03-20
335,22,Male,Lalitpur,Low,Mobile,False,Phone Accessories,2022-05-24
336,23,Male,Dharan,Low,Tablet,False,Home & Kitchen,2023-10-21
337,28,Other,Kathmandu,High,Mobile,False,Fashion,2023-03-06
338,25,Female,Kathmandu,Medium,Mobile,False,Beauty & Personal Care,2022-03-10
339,18,Male,Kathmandu,Low,Mobile,True,Sports & Fitness,2022-01-06
340,22,Female,Lalitpur,Medium,Mobile,False,Beauty & Personal Care,2023-06-03
341,18,Other,Dharan,Medium,Mobile,False,Electronics,2022-07-23
342,22,Male,Kathmandu,Medium,Mobile,True,Sports & Fitness,2023-02-11
343,24,Male,Birgunj,Low,Desktop,True,Beauty & Personal Care,2022-09-09
344,25,Male,Dharan,High,Mobile,False,Sports & Fitness,2023-11-18
345,27,Female,Lalitpur,Low,Mobile,False,Fashion,2024-05-07
346,23,Male,Bhaktapur,Medium,Desktop,False,Fashion,2023-10-27
347,25,Female,Chitwan,Low,Mobile,False,Fashion,2024-05-21
348,26,Female,Dharan,Low,Desktop,False,Phone Accessories,2022-01-16
349,26,Male,Bhaktapur,Medium,Mobile,False,Electronics,2022-06-23
350,24,Male,Lalitpur,Medium,Mobile,True,Sports & Fitness,2022-04-27
351,27,Male,Kathmandu,Medium,Desktop,False,Electronics,2022-08-20
352,25,Female,Butwal,Medium,Desktop,False,Beauty & Personal Care,2024-04-27
353,23,Male,Lalitpur,Medium,Mobile,False,Electronics,2022-02-25
354,20,Female,Chitwan,Low,Tablet,False,Electronics,2023-07-28
355,24,Female,Biratnagar,Low,Mobile,False,Fashion,2024-05-08
356,21,Male,Kathmandu,Medium,Desktop,False,Sports & Fitness,2022-08-19
357,23,Male,Pokhara,High,Mobile,False,Phone Accessories,2023-10-30
358,18,Male,Dharan,Medium,Mobile,False,Phone Accessories,2022-07-17
359,24,Male,Biratnagar,Medium,Desktop,False,Phone Accessories,2022-03-06
360,22,Male,Butwal,Low,Mobile,False,Electronics,2023-04-24
361,22,Female,Kathmandu,Low,Mobile,True,Fashion,2023-07-21
362,24,Female,Kathmandu,Medium,Mobile,True,Beauty & Personal Care,2022-03-03
363,21,Male,Kathmandu,Medium,Mobile,False,Home & Kitchen,2023-07-10
364,22,Male,Dharan,Low,Tablet,True,Beauty & Personal Care,2022-11-23
